p sp 100 2200
a 88 53 683
a 53 89 683
a 89 53 683
a 53 93 517
a 93 53 517
a 53 98 573
a 98 53 573
a 54 61 981
a 61 54 981
a 54 70 906
a 70 54 906
a 54 71 437
a 71 54 437
a 54 81 859
a 81 54 859
a 54 92 108
a 92 54 108
a 54 96 677
a 96 54 677
a 54 97 200
a 97 54 200
a 54 100 834
a 100 54 834
a 55 57 337
a 57 55 337
a 55 62 824
a 62 55 824
a 55 63 998
a 63 55 998
a 55 64 239
a 64 55 239
a 55 66 383
a 66 55 383
a 55 68 545
a 68 55 545
a 55 76 870
a 76 55 870
a 55 88 126
a 88 55 126
a 55 95 473
a 95 55 473
a 55 96 502
a 96 55 502
a 56 59 614
a 59 56 614
a 56 64 221
a 64 56 221
a 56 77 540
a 77 56 540
a 56 84 813
a 84 56 813
a 56 92 703
a 92 56 703
a 56 93 790
a 93 56 790
a 57 59 383
a 59 57 383
a 57 63 768
a 63 57 768
a 57 64 903
a 64 57 903
a 57 65 760
a 65 57 760
a 57 67 684
a 67 57 684
a 57 68 342
a 68 57 342
a 57 70 908
a 70 57 908
a 57 71 132
a 71 57 132
a 57 77 725
a 77 57 725
a 57 78 310
a 78 57 310
a 57 80 520
a 80 57 520
a 57 82 435
a 82 57 435
a 57 90 656
a 90 57 656
a 57 95 242
a 95 57 242
a 57 100 981
a 100 57 981
a 58 73 185
a 73 58 185
a 58 77 176
a 77 58 176
a 58 83 834
a 83 58 834
a 58 85 356
a 85 58 356
a 58 90 250
a 90 58 250
a 59 74 248
a 74 59 248
a 59 98 182
a 98 59 182
a 60 70 281
a 70 60 281
a 60 72 977
a 72 60 977
a 60 74 288
a 74 60 288
a 60 82 428
a 82 60 428
a 60 96 227
a 96 60 227
a 60 100 798
a 100 60 798
a 61 68 236
a 68 61 236
a 61 80 933
a 80 61 933
a 61 82 234
a 82 61 234
a 61 84 711
a 84 61 711
a 61 85 667
a 85 61 667
a 61 87 367
a 87 61 367
a 61 95 656
a 95 61 656
a 62 63 113
a 63 62 113
a 62 75 856
a 75 62 856
a 62 93 514
a 93 62 514
a 62 100 657
a 100 62 657
a 63 67 283
a 67 63 283
a 63 74 101
a 74 63 101
a 63 75 226
a 75 63 226
a 63 84 179
a 84 63 179
a 63 90 439
a 90 63 439
a 63 99 317
a 99 63 317
a 64 69 605
a 69 64 605
a 64 75 936
a 75 64 936
a 64 80 843
a 80 64 843
a 64 84 518
a 84 64 518
a 64 86 606
a 86 64 606
a 64 88 684
a 88 64 684
a 64 93 404
a 93 64 404
a 64 95 311
a 95 64 311
a 65 69 340
a 69 65 340
a 65 73 471
a 73 65 471
a 65 77 358
a 77 65 358
a 65 79 956
a 79 65 956
a 65 82 599
a 82 65 599
a 65 84 190
a 84 65 190
a 65 87 492
a 87 65 492
a 65 98 319
a 98 65 319
a 66 79 502
a 79 66 502
a 66 88 844
a 88 66 844
a 66 89 985
a 89 66 985
a 66 93 215
a 93 66 215
a 66 95 672
a 95 66 672
a 66 100 425
a 100 66 425
a 67 69 312
a 69 67 312
a 67 70 322
a 70 67 322
a 67 79 201
a 79 67 201
a 67 87 164
a 87 67 164
a 67 91 629
a 91 67 629
a 67 100 732
a 100 67 732
a 68 74 602
a 74 68 602
a 68 76 690
a 76 68 690
a 68 79 888
a 79 68 888
a 68 81 616
a 81 68 616
a 68 85 276
a 85 68 276
a 68 86 828
a 86 68 828
a 68 87 724
a 87 68 724
a 68 95 302
a 95 68 302
a 68 98 665
a 98 68 665
a 69 70 382
a 70 69 382
a 69 71 713
a 71 69 713
a 69 76 616
a 76 69 616
a 69 84 178
a 84 69 178
a 69 87 854
a 87 69 854
a 69 90 190
a 90 69 190
a 69 92 991
a 92 69 991
a 69 94 100
a 94 69 100
a 69 96 423
a 96 69 423
a 69 97 255
a 97 69 255
a 70 72 254
a 72 70 254
a 70 73 189
a 73 70 189
a 70 74 190
a 74 70 190
a 70 81 519
a 81 70 519
a 70 95 613
a 95 70 613
a 71 76 694
a 76 71 694
a 71 77 675
a 77 71 675
a 71 78 403
a 78 71 403
a 71 82 897
a 82 71 897
a 71 84 485
a 84 71 485
a 71 88 981
a 88 71 981
a 71 91 972
a 91 71 972
a 71 92 866
a 92 71 866
a 71 94 928
a 94 71 928
a 72 74 962
a 74 72 962
a 72 75 219
a 75 72 219
a 72 81 959
a 81 72 959
a 72 82 942
a 82 72 942
a 72 85 470
a 85 72 470
a 72 87 696
a 87 72 696
a 72 88 850
a 88 72 850
a 72 89 372
a 89 72 372
a 72 90 873
a 90 72 873
a 72 95 694
a 95 72 694
a 72 99 597
a 99 72 597
a 73 79 958
a 79 73 958
a 73 80 862
a 80 73 862
a 73 89 550
a 89 73 550
a 73 92 566
a 92 73 566
a 73 94 754
a 94 73 754
a 73 95 821
a 95 73 821
a 73 98 748
a 98 73 748
a 73 99 279
a 99 73 279
a 74 77 106
a 77 74 106
a 74 82 569
a 82 74 569
a 74 85 386
a 85 74 386
a 74 87 620
a 87 74 620
a 74 90 828
a 90 74 828
a 74 92 957
a 92 74 957
a 75 80 500
a 80 75 500
a 75 91 480
a 91 75 480
a 75 93 791
a 93 75 791
a 75 96 527
a 96 75 527
a 75 97 915
a 97 75 915
a 76 77 876
a 77 76 876
a 76 83 690
a 83 76 690
a 76 87 686
a 87 76 686
a 76 89 853
a 89 76 853
a 76 97 587
a 97 76 587
a 76 100 430
a 100 76 430
a 77 81 434
a 81 77 434
a 77 85 561
a 85 77 561
a 77 91 903
a 91 77 903
a 77 96 529
a 96 77 529
a 78 80 345
a 80 78 345
a 78 81 336
a 81 78 336
a 78 87 144
a 87 78 144
a 78 88 886
a 88 78 886
a 78 94 326
a 94 78 326
a 79 81 651
a 81 79 651
a 79 87 543
a 87 79 543
a 79 89 151
a 89 79 151
a 80 85 157
a 85 80 157
a 80 86 230
a 86 80 230
a 80 88 582
a 88 80 582
a 80 90 314
a 90 80 314
a 80 92 415
a 92 80 415
a 80 96 930
a 96 80 930
a 80 99 898
a 99 80 898
a 80 100 537
a 100 80 537
a 81 87 220
a 87 81 220
a 81 89 484
a 89 81 484
a 81 91 750
a 91 81 750
a 81 94 413
a 94 81 413
a 81 95 674
a 95 81 674
a 82 85 446
a 85 82 446
a 82 86 747
a 86 82 747
a 82 91 139
a 91 82 139
a 83 85 396
a 85 83 396
a 83 89 465
a 89 83 465
a 83 93 250
a 93 83 250
a 84 91 844
a 91 84 844
a 84 96 403
a 96 84 403
a 85 93 164
a 93 85 164
a 85 94 931
a 94 85 931
a 85 95 399
a 95 85 399
a 86 88 929
a 88 86 929
a 86 90 681
a 90 86 681
a 86 97 451
a 97 86 451
a 87 93 772
a 93 87 772
a 87 94 707
a 94 87 707
a 88 90 154
a 90 88 154
a 88 91 823
a 91 88 823
a 89 94 154
a 94 89 154
a 89 97 595
a 97 89 595
a 89 100 726
a 100 89 726
a 90 95 344
a 95 90 344
a 91 93 289
a 93 91 289
a 92 94 210
a 94 92 210
a 92 99 563
a 99 92 563
a 93 97 208
a 97 93 208
a 94 99 967
a 99 94 967
a 95 99 230
a 99 95 230
a 96 100 769
a 100 96 769
a 97 100 719
a 100 97 719
a 98 99 347
a 99 98 347
a 99 100 283
a 100 99 283
