p sp 100 7698
a 71 13 964
a 13 73 385
a 73 13 385
a 13 74 432
a 74 13 432
a 13 76 665
a 76 13 665
a 13 77 157
a 77 13 157
a 13 78 834
a 78 13 834
a 13 80 133
a 80 13 133
a 13 81 673
a 81 13 673
a 13 82 315
a 82 13 315
a 13 83 198
a 83 13 198
a 13 84 476
a 84 13 476
a 13 85 876
a 85 13 876
a 13 86 340
a 86 13 340
a 13 87 771
a 87 13 771
a 13 88 444
a 88 13 444
a 13 89 779
a 89 13 779
a 13 90 438
a 90 13 438
a 13 92 679
a 92 13 679
a 13 93 238
a 93 13 238
a 13 94 531
a 94 13 531
a 13 96 562
a 96 13 562
a 13 97 925
a 97 13 925
a 13 98 983
a 98 13 983
a 13 99 798
a 99 13 798
a 13 100 390
a 100 13 390
a 14 15 562
a 15 14 562
a 14 16 933
a 16 14 933
a 14 17 167
a 17 14 167
a 14 18 472
a 18 14 472
a 14 19 776
a 19 14 776
a 14 22 398
a 22 14 398
a 14 25 682
a 25 14 682
a 14 27 158
a 27 14 158
a 14 29 998
a 29 14 998
a 14 30 908
a 30 14 908
a 14 31 574
a 31 14 574
a 14 33 880
a 33 14 880
a 14 34 482
a 34 14 482
a 14 35 793
a 35 14 793
a 14 37 342
a 37 14 342
a 14 39 466
a 39 14 466
a 14 40 279
a 40 14 279
a 14 41 429
a 41 14 429
a 14 42 211
a 42 14 211
a 14 43 995
a 43 14 995
a 14 44 120
a 44 14 120
a 14 45 324
a 45 14 324
a 14 46 903
a 46 14 903
a 14 47 239
a 47 14 239
a 14 49 830
a 49 14 830
a 14 50 288
a 50 14 288
a 14 51 245
a 51 14 245
a 14 52 880
a 52 14 880
a 14 53 873
a 53 14 873
a 14 55 871
a 55 14 871
a 14 56 287
a 56 14 287
a 14 57 261
a 57 14 261
a 14 59 741
a 59 14 741
a 14 61 525
a 61 14 525
a 14 64 851
a 64 14 851
a 14 65 569
a 65 14 569
a 14 66 319
a 66 14 319
a 14 67 166
a 67 14 166
a 14 68 629
a 68 14 629
a 14 69 429
a 69 14 429
a 14 70 650
a 70 14 650
a 14 71 986
a 71 14 986
a 14 72 693
a 72 14 693
a 14 73 652
a 73 14 652
a 14 74 321
a 74 14 321
a 14 77 607
a 77 14 607
a 14 78 231
a 78 14 231
a 14 79 837
a 79 14 837
a 14 80 931
a 80 14 931
a 14 81 720
a 81 14 720
a 14 82 451
a 82 14 451
a 14 83 352
a 83 14 352
a 14 84 101
a 84 14 101
a 14 85 147
a 85 14 147
a 14 86 899
a 86 14 899
a 14 87 632
a 87 14 632
a 14 88 951
a 88 14 951
a 14 89 944
a 89 14 944
a 14 90 397
a 90 14 397
a 14 91 789
a 91 14 789
a 14 92 339
a 92 14 339
a 14 93 312
a 93 14 312
a 14 94 975
a 94 14 975
a 14 95 756
a 95 14 756
a 14 97 571
a 97 14 571
a 14 98 402
a 98 14 402
a 14 100 448
a 100 14 448
a 15 16 847
a 16 15 847
a 15 18 970
a 18 15 970
a 15 21 957
a 21 15 957
a 15 22 639
a 22 15 639
a 15 23 643
a 23 15 643
a 15 24 546
a 24 15 546
a 15 25 628
a 25 15 628
a 15 26 263
a 26 15 263
a 15 29 305
a 29 15 305
a 15 30 810
a 30 15 810
a 15 32 273
a 32 15 273
a 15 34 562
a 34 15 562
a 15 36 670
a 36 15 670
a 15 37 921
a 37 15 921
a 15 39 354
a 39 15 354
a 15 40 564
a 40 15 564
a 15 42 357
a 42 15 357
a 15 43 843
a 43 15 843
a 15 45 109
a 45 15 109
a 15 46 410
a 46 15 410
a 15 48 410
a 48 15 410
a 15 50 196
a 50 15 196
a 15 51 401
a 51 15 401
a 15 52 419
a 52 15 419
a 15 53 836
a 53 15 836
a 15 54 185
a 54 15 185
a 15 55 683
a 55 15 683
a 15 56 395
a 56 15 395
a 15 57 158
a 57 15 158
a 15 59 337
a 59 15 337
a 15 61 984
a 61 15 984
a 15 62 991
a 62 15 991
a 15 63 313
a 63 15 313
a 15 64 810
a 64 15 810
a 15 65 399
a 65 15 399
a 15 66 360
a 66 15 360
a 15 67 560
a 67 15 560
a 15 68 259
a 68 15 259
a 15 69 262
a 69 15 262
a 15 70 532
a 70 15 532
a 15 71 449
a 71 15 449
a 15 72 203
a 72 15 203
a 15 73 238
a 73 15 238
a 15 74 762
a 74 15 762
a 15 75 643
a 75 15 643
a 15 77 430
a 77 15 430
a 15 78 419
a 78 15 419
a 15 79 508
a 79 15 508
a 15 80 134
a 80 15 134
a 15 81 770
a 81 15 770
a 15 83 942
a 83 15 942
a 15 84 708
a 84 15 708
a 15 85 447
a 85 15 447
a 15 86 481
a 86 15 481
a 15 88 836
a 88 15 836
a 15 89 116
a 89 15 116
a 15 90 506
a 90 15 506
a 15 91 238
a 91 15 238
a 15 92 645
a 92 15 645
a 15 95 777
a 95 15 777
a 15 96 519
a 96 15 519
a 15 97 142
a 97 15 142
a 15 98 491
a 98 15 491
a 15 99 778
a 99 15 778
a 15 100 188
a 100 15 188
a 16 17 845
a 17 16 845
a 16 18 575
a 18 16 575
a 16 19 746
a 19 16 746
a 16 21 321
a 21 16 321
a 16 22 509
a 22 16 509
a 16 24 689
a 24 16 689
a 16 25 322
a 25 16 322
a 16 26 428
a 26 16 428
a 16 27 213
a 27 16 213
a 16 28 898
a 28 16 898
a 16 29 425
a 29 16 425
a 16 30 701
a 30 16 701
a 16 32 979
a 32 16 979
a 16 34 732
a 34 16 732
a 16 35 177
a 35 16 177
a 16 37 639
a 37 16 639
a 16 38 108
a 38 16 108
a 16 40 726
a 40 16 726
a 16 42 373
a 42 16 373
a 16 43 332
a 43 16 332
a 16 44 926
a 44 16 926
a 16 45 817
a 45 16 817
a 16 47 976
a 47 16 976
a 16 48 646
a 48 16 646
a 16 49 321
a 49 16 321
a 16 50 676
a 50 16 676
a 16 51 411
a 51 16 411
a 16 53 398
a 53 16 398
a 16 54 376
a 54 16 376
a 16 55 548
a 55 16 548
a 16 56 502
a 56 16 502
a 16 60 226
a 60 16 226
a 16 61 956
a 61 16 956
a 16 62 990
a 62 16 990
a 16 63 106
a 63 16 106
a 16 65 203
a 65 16 203
a 16 66 700
a 66 16 700
a 16 67 389
a 67 16 389
a 16 69 746
a 69 16 746
a 16 70 841
a 70 16 841
a 16 71 246
a 71 16 246
a 16 72 766
a 72 16 766
a 16 75 224
a 75 16 224
a 16 76 841
a 76 16 841
a 16 77 503
a 77 16 503
a 16 78 618
a 78 16 618
a 16 79 210
a 79 16 210
a 16 81 828
a 81 16 828
a 16 82 477
a 82 16 477
a 16 83 317
a 83 16 317
a 16 85 572
a 85 16 572
a 16 86 216
a 86 16 216
a 16 87 893
a 87 16 893
a 16 88 741
a 88 16 741
a 16 89 712
a 89 16 712
a 16 90 856
a 90 16 856
a 16 91 585
a 91 16 585
a 16 93 945
a 93 16 945
a 16 95 484
a 95 16 484
a 16 96 427
a 96 16 427
a 16 97 225
a 97 16 225
a 16 98 945
a 98 16 945
a 16 99 895
a 99 16 895
a 16 100 953
a 100 16 953
a 17 18 415
a 18 17 415
a 17 20 375
a 20 17 375
a 17 21 573
a 21 17 573
a 17 22 548
a 22 17 548
a 17 23 594
a 23 17 594
a 17 25 570
a 25 17 570
a 17 26 798
a 26 17 798
a 17 27 206
a 27 17 206
a 17 28 625
a 28 17 625
a 17 29 339
a 29 17 339
a 17 31 702
a 31 17 702
a 17 32 533
a 32 17 533
a 17 33 466
a 33 17 466
a 17 34 134
a 34 17 134
a 17 35 624
a 35 17 624
a 17 36 204
a 36 17 204
a 17 37 337
a 37 17 337
a 17 38 200
a 38 17 200
a 17 39 149
a 39 17 149
a 17 43 634
a 43 17 634
a 17 44 396
a 44 17 396
a 17 45 948
a 45 17 948
a 17 48 447
a 48 17 447
a 17 50 149
a 50 17 149
a 17 51 171
a 51 17 171
a 17 53 132
a 53 17 132
a 17 55 517
a 55 17 517
a 17 56 464
a 56 17 464
a 17 58 365
a 58 17 365
a 17 63 380
a 63 17 380
a 17 64 759
a 64 17 759
a 17 65 111
a 65 17 111
a 17 66 259
a 66 17 259
a 17 67 175
a 67 17 175
a 17 68 143
a 68 17 143
a 17 69 851
a 69 17 851
a 17 71 495
a 71 17 495
a 17 73 809
a 73 17 809
a 17 74 846
a 74 17 846
a 17 75 120
a 75 17 120
a 17 76 617
a 76 17 617
a 17 77 132
a 77 17 132
a 17 79 517
a 79 17 517
a 17 83 519
a 83 17 519
a 17 84 678
a 84 17 678
a 17 85 846
a 85 17 846
a 17 86 279
a 86 17 279
a 17 87 582
a 87 17 582
a 17 89 880
a 89 17 880
a 17 90 518
a 90 17 518
a 17 91 248
a 91 17 248
a 17 92 835
a 92 17 835
a 17 94 704
a 94 17 704
a 17 95 470
a 95 17 470
a 17 96 663
a 96 17 663
a 17 98 165
a 98 17 165
a 17 100 749
a 100 17 749
a 18 19 271
a 19 18 271
a 18 20 414
a 20 18 414
a 18 21 385
a 21 18 385
a 18 22 283
a 22 18 283
a 18 23 177
a 23 18 177
a 18 24 910
a 24 18 910
a 18 26 501
a 26 18 501
a 18 27 958
a 27 18 958
a 18 28 422
a 28 18 422
a 18 29 463
a 29 18 463
a 18 31 260
a 31 18 260
a 18 32 274
a 32 18 274
a 18 33 385
a 33 18 385
a 18 35 491
a 35 18 491
a 18 36 596
a 36 18 596
a 18 37 485
a 37 18 485
a 18 38 445
a 38 18 445
a 18 39 874
a 39 18 874
a 18 40 313
a 40 18 313
a 18 41 635
a 41 18 635
a 18 42 318
a 42 18 318
a 18 43 975
a 43 18 975
a 18 44 876
a 44 18 876
a 18 45 380
a 45 18 380
a 18 48 630
a 48 18 630
a 18 49 943
a 49 18 943
a 18 50 389
a 50 18 389
a 18 52 713
a 52 18 713
a 18 53 449
a 53 18 449
a 18 54 491
a 54 18 491
a 18 55 847
a 55 18 847
a 18 57 935
a 57 18 935
a 18 58 377
a 58 18 377
a 18 59 528
a 59 18 528
a 18 60 501
a 60 18 501
a 18 61 592
a 61 18 592
a 18 62 504
a 62 18 504
a 18 63 616
a 63 18 616
a 18 64 614
a 64 18 614
a 18 65 461
a 65 18 461
a 18 66 605
a 66 18 605
a 18 68 408
a 68 18 408
a 18 69 501
a 69 18 501
a 18 70 780
a 70 18 780
a 18 71 478
a 71 18 478
a 18 73 274
a 73 18 274
a 18 74 765
a 74 18 765
a 18 75 600
a 75 18 600
a 18 77 677
a 77 18 677
a 18 78 982
a 78 18 982
a 18 80 712
a 80 18 712
a 18 81 592
a 81 18 592
a 18 82 720
a 82 18 720
a 18 84 610
a 84 18 610
a 18 85 114
a 85 18 114
a 18 86 829
a 86 18 829
a 18 87 497
a 87 18 497
a 18 88 256
a 88 18 256
a 18 89 175
a 89 18 175
a 18 90 268
a 90 18 268
a 18 92 207
a 92 18 207
a 18 93 158
a 93 18 158
a 18 94 532
a 94 18 532
a 18 95 206
a 95 18 206
a 18 96 540
a 96 18 540
a 18 97 723
a 97 18 723
a 18 98 865
a 98 18 865
a 18 99 408
a 99 18 408
a 18 100 599
a 100 18 599
a 19 20 342
a 20 19 342
a 19 21 258
a 21 19 258
a 19 24 303
a 24 19 303
a 19 25 749
a 25 19 749
a 19 26 264
a 26 19 264
a 19 27 189
a 27 19 189
a 19 31 197
a 31 19 197
a 19 33 205
a 33 19 205
a 19 36 574
a 36 19 574
a 19 37 630
a 37 19 630
a 19 38 245
a 38 19 245
a 19 39 707
a 39 19 707
a 19 40 720
a 40 19 720
a 19 41 980
a 41 19 980
a 19 42 277
a 42 19 277
a 19 43 399
a 43 19 399
a 19 44 894
a 44 19 894
a 19 46 819
a 46 19 819
a 19 47 458
a 47 19 458
a 19 49 289
a 49 19 289
a 19 50 655
a 50 19 655
a 19 51 950
a 51 19 950
a 19 52 353
a 52 19 353
a 19 53 595
a 53 19 595
a 19 54 332
a 54 19 332
a 19 55 428
a 55 19 428
a 19 56 663
a 56 19 663
a 19 57 681
a 57 19 681
a 19 58 891
a 58 19 891
a 19 59 844
a 59 19 844
a 19 60 501
a 60 19 501
a 19 62 747
a 62 19 747
a 19 64 767
a 64 19 767
a 19 68 505
a 68 19 505
a 19 70 755
a 70 19 755
a 19 71 547
a 71 19 547
a 19 73 660
a 73 19 660
a 19 74 609
a 74 19 609
a 19 75 443
a 75 19 443
a 19 76 575
a 76 19 575
a 19 79 740
a 79 19 740
a 19 80 743
a 80 19 743
a 19 81 631
a 81 19 631
a 19 82 282
a 82 19 282
a 19 83 788
a 83 19 788
a 19 84 618
a 84 19 618
a 19 86 716
a 86 19 716
a 19 87 421
a 87 19 421
a 19 89 136
a 89 19 136
a 19 90 958
a 90 19 958
a 19 91 350
a 91 19 350
a 19 92 833
a 92 19 833
a 19 93 953
a 93 19 953
a 19 94 731
a 94 19 731
a 19 95 939
a 95 19 939
a 19 96 825
a 96 19 825
a 19 97 797
a 97 19 797
a 19 98 543
a 98 19 543
a 19 99 312
a 99 19 312
a 19 100 488
a 100 19 488
a 20 21 250
a 21 20 250
a 20 22 424
a 22 20 424
a 20 23 517
a 23 20 517
a 20 24 744
a 24 20 744
a 20 25 361
a 25 20 361
a 20 27 599
a 27 20 599
a 20 28 427
a 28 20 427
a 20 29 826
a 29 20 826
a 20 30 728
a 30 20 728
a 20 31 815
a 31 20 815
a 20 32 938
a 32 20 938
a 20 33 540
a 33 20 540
a 20 34 271
a 34 20 271
a 20 35 759
a 35 20 759
a 20 37 306
a 37 20 306
a 20 38 564
a 38 20 564
a 20 39 483
a 39 20 483
a 20 40 113
a 40 20 113
a 20 41 649
a 41 20 649
a 20 42 426
a 42 20 426
a 20 43 441
a 43 20 441
a 20 46 132
a 46 20 132
a 20 47 943
a 47 20 943
a 20 48 780
a 48 20 780
a 20 50 481
a 50 20 481
a 20 51 417
a 51 20 417
a 20 52 340
a 52 20 340
a 20 53 826
a 53 20 826
a 20 54 519
a 54 20 519
a 20 56 131
a 56 20 131
a 20 58 456
a 58 20 456
a 20 62 425
a 62 20 425
a 20 63 934
a 63 20 934
a 20 64 266
a 64 20 266
a 20 66 237
a 66 20 237
a 20 67 563
a 67 20 563
a 20 68 179
a 68 20 179
a 20 69 865
a 69 20 865
a 20 70 185
a 70 20 185
a 20 71 947
a 71 20 947
a 20 72 364
a 72 20 364
a 20 74 727
a 74 20 727
a 20 75 589
a 75 20 589
a 20 76 552
a 76 20 552
a 20 77 938
a 77 20 938
a 20 80 621
a 80 20 621
a 20 81 187
a 81 20 187
a 20 82 357
a 82 20 357
a 20 83 389
a 83 20 389
a 20 85 416
a 85 20 416
a 20 87 831
a 87 20 831
a 20 88 566
a 88 20 566
a 20 89 788
a 89 20 788
a 20 91 878
a 91 20 878
a 20 92 160
a 92 20 160
a 20 93 243
a 93 20 243
a 20 94 754
a 94 20 754
a 20 96 215
a 96 20 215
a 20 97 651
a 97 20 651
a 20 98 156
a 98 20 156
a 20 99 907
a 99 20 907
a 20 100 258
a 100 20 258
a 21 22 384
a 22 21 384
a 21 23 371
a 23 21 371
a 21 24 944
a 24 21 944
a 21 25 296
a 25 21 296
a 21 27 883
a 27 21 883
a 21 28 346
a 28 21 346
a 21 29 241
a 29 21 241
a 21 30 474
a 30 21 474
a 21 32 644
a 32 21 644
a 21 33 604
a 33 21 604
a 21 34 588
a 34 21 588
a 21 35 301
a 35 21 301
a 21 36 330
a 36 21 330
a 21 38 742
a 38 21 742
a 21 39 861
a 39 21 861
a 21 41 128
a 41 21 128
a 21 42 553
a 42 21 553
a 21 43 616
a 43 21 616
a 21 44 538
a 44 21 538
a 21 46 530
a 46 21 530
a 21 47 634
a 47 21 634
a 21 49 920
a 49 21 920
a 21 50 261
a 50 21 261
a 21 51 416
a 51 21 416
a 21 52 123
a 52 21 123
a 21 53 824
a 53 21 824
a 21 55 177
a 55 21 177
a 21 59 557
a 59 21 557
a 21 60 179
a 60 21 179
a 21 61 527
a 61 21 527
a 21 62 864
a 62 21 864
a 21 63 251
a 63 21 251
a 21 66 886
a 66 21 886
a 21 67 380
a 67 21 380
a 21 68 198
a 68 21 198
a 21 69 898
a 69 21 898
a 21 70 235
a 70 21 235
a 21 71 648
a 71 21 648
a 21 73 543
a 73 21 543
a 21 74 601
a 74 21 601
a 21 75 726
a 75 21 726
a 21 77 575
a 77 21 575
a 21 78 789
a 78 21 789
a 21 81 113
a 81 21 113
a 21 82 762
a 82 21 762
a 21 83 489
a 83 21 489
a 21 84 769
a 84 21 769
a 21 85 388
a 85 21 388
a 21 87 839
a 87 21 839
a 21 88 610
a 88 21 610
a 21 89 717
a 89 21 717
a 21 90 215
a 90 21 215
a 21 91 308
a 91 21 308
a 21 92 281
a 92 21 281
a 21 93 352
a 93 21 352
a 21 94 269
a 94 21 269
a 21 96 391
a 96 21 391
a 21 97 389
a 97 21 389
a 21 98 915
a 98 21 915
a 21 99 345
a 99 21 345
a 21 100 800
a 100 21 800
a 22 23 712
a 23 22 712
a 22 24 649
a 24 22 649
a 22 25 320
a 25 22 320
a 22 26 953
a 26 22 953
a 22 27 655
a 27 22 655
a 22 31 481
a 31 22 481
a 22 33 677
a 33 22 677
a 22 35 961
a 35 22 961
a 22 36 992
a 36 22 992
a 22 37 336
a 37 22 336
a 22 38 792
a 38 22 792
a 22 40 788
a 40 22 788
a 22 42 432
a 42 22 432
a 22 44 806
a 44 22 806
a 22 46 935
a 46 22 935
a 22 48 955
a 48 22 955
a 22 50 840
a 50 22 840
a 22 51 721
a 51 22 721
a 22 52 837
a 52 22 837
a 22 53 324
a 53 22 324
a 22 54 564
a 54 22 564
a 22 55 817
a 55 22 817
a 22 56 290
a 56 22 290
a 22 57 447
a 57 22 447
a 22 58 828
a 58 22 828
a 22 59 726
a 59 22 726
a 22 60 919
a 60 22 919
a 22 62 628
a 62 22 628
a 22 63 782
a 63 22 782
a 22 64 280
a 64 22 280
a 22 65 592
a 65 22 592
a 22 66 574
a 66 22 574
a 22 68 773
a 68 22 773
a 22 69 722
a 69 22 722
a 22 71 530
a 71 22 530
a 22 75 975
a 75 22 975
a 22 76 476
a 76 22 476
a 22 77 579
a 77 22 579
a 22 78 280
a 78 22 280
a 22 79 663
a 79 22 663
a 22 81 638
a 81 22 638
a 22 83 573
a 83 22 573
a 22 84 267
a 84 22 267
a 22 85 872
a 85 22 872
a 22 86 971
a 86 22 971
a 22 87 611
a 87 22 611
a 22 88 583
a 88 22 583
a 22 89 589
a 89 22 589
a 22 90 524
a 90 22 524
a 22 91 178
a 91 22 178
a 22 92 997
a 92 22 997
a 22 93 570
a 93 22 570
a 22 94 658
a 94 22 658
a 22 96 193
a 96 22 193
a 22 97 559
a 97 22 559
a 22 99 382
a 99 22 382
a 22 100 676
a 100 22 676
a 23 24 579
a 24 23 579
a 23 25 675
a 25 23 675
a 23 26 111
a 26 23 111
a 23 27 642
a 27 23 642
a 23 28 237
a 28 23 237
a 23 30 655
a 30 23 655
a 23 31 861
a 31 23 861
a 23 33 861
a 33 23 861
a 23 34 442
a 34 23 442
a 23 35 656
a 35 23 656
a 23 38 549
a 38 23 549
a 23 40 415
a 40 23 415
a 23 41 713
a 41 23 713
a 23 42 357
a 42 23 357
a 23 43 880
a 43 23 880
a 23 44 844
a 44 23 844
a 23 45 665
a 45 23 665
a 23 46 122
a 46 23 122
a 23 47 574
a 47 23 574
a 23 48 646
a 48 23 646
a 23 50 730
a 50 23 730
a 23 51 350
a 51 23 350
a 23 52 984
a 52 23 984
a 23 53 852
a 53 23 852
a 23 54 208
a 54 23 208
a 23 56 887
a 56 23 887
a 23 58 369
a 58 23 369
a 23 60 210
a 60 23 210
a 23 62 395
a 62 23 395
a 23 63 978
a 63 23 978
a 23 64 159
a 64 23 159
a 23 65 132
a 65 23 132
a 23 66 251
a 66 23 251
a 23 69 378
a 69 23 378
a 23 70 320
a 70 23 320
a 23 71 367
a 71 23 367
a 23 73 592
a 73 23 592
a 23 74 191
a 74 23 191
a 23 75 666
a 75 23 666
a 23 77 494
a 77 23 494
a 23 78 742
a 78 23 742
a 23 79 904
a 79 23 904
a 23 80 409
a 80 23 409
a 23 81 620
a 81 23 620
a 23 82 256
a 82 23 256
a 23 83 584
a 83 23 584
a 23 84 839
a 84 23 839
a 23 85 679
a 85 23 679
a 23 89 361
a 89 23 361
a 23 90 396
a 90 23 396
a 23 92 806
a 92 23 806
a 23 94 219
a 94 23 219
a 23 95 658
a 95 23 658
a 23 96 702
a 96 23 702
a 23 97 587
a 97 23 587
a 23 98 601
a 98 23 601
a 23 99 852
a 99 23 852
a 23 100 244
a 100 23 244
a 24 25 691
a 25 24 691
a 24 27 855
a 27 24 855
a 24 29 223
a 29 24 223
a 24 32 167
a 32 24 167
a 24 33 483
a 33 24 483
a 24 36 626
a 36 24 626
a 24 37 197
a 37 24 197
a 24 38 480
a 38 24 480
a 24 39 686
a 39 24 686
a 24 44 827
a 44 24 827
a 24 46 421
a 46 24 421
a 24 47 738
a 47 24 738
a 24 48 935
a 48 24 935
a 24 49 400
a 49 24 400
a 24 50 862
a 50 24 862
a 24 51 883
a 51 24 883
a 24 52 657
a 52 24 657
a 24 53 311
a 53 24 311
a 24 55 580
a 55 24 580
a 24 56 411
a 56 24 411
a 24 57 319
a 57 24 319
a 24 60 242
a 60 24 242
a 24 61 827
a 61 24 827
a 24 62 340
a 62 24 340
a 24 64 118
a 64 24 118
a 24 67 828
a 67 24 828
a 24 68 407
a 68 24 407
a 24 69 840
a 69 24 840
a 24 71 421
a 71 24 421
a 24 72 856
a 72 24 856
a 24 73 970
a 73 24 970
a 24 75 915
a 75 24 915
a 24 76 336
a 76 24 336
a 24 77 528
a 77 24 528
a 24 78 272
a 78 24 272
a 24 79 712
a 79 24 712
a 24 80 716
a 80 24 716
a 24 81 107
a 81 24 107
a 24 82 736
a 82 24 736
a 24 83 308
a 83 24 308
a 24 84 146
a 84 24 146
a 24 85 491
a 85 24 491
a 24 86 443
a 86 24 443
a 24 87 535
a 87 24 535
a 24 88 812
a 88 24 812
a 24 89 783
a 89 24 783
a 24 90 689
a 90 24 689
a 24 91 879
a 91 24 879
a 24 93 673
a 93 24 673
a 24 94 459
a 94 24 459
a 24 95 712
a 95 24 712
a 24 96 104
a 96 24 104
a 24 97 582
a 97 24 582
a 24 98 621
a 98 24 621
a 24 100 983
a 100 24 983
a 25 26 652
a 26 25 652
a 25 27 658
a 27 25 658
a 25 28 817
a 28 25 817
a 25 30 221
a 30 25 221
a 25 31 561
a 31 25 561
a 25 35 429
a 35 25 429
a 25 37 800
a 37 25 800
a 25 38 230
a 38 25 230
a 25 39 520
a 39 25 520
a 25 42 368
a 42 25 368
a 25 43 342
a 43 25 342
a 25 45 216
a 45 25 216
a 25 47 560
a 47 25 560
a 25 49 140
a 49 25 140
a 25 50 992
a 50 25 992
a 25 51 257
a 51 25 257
a 25 52 386
a 52 25 386
a 25 53 230
a 53 25 230
a 25 54 294
a 54 25 294
a 25 55 516
a 55 25 516
a 25 56 179
a 56 25 179
a 25 57 877
a 57 25 877
a 25 58 772
a 58 25 772
a 25 59 744
a 59 25 744
a 25 60 104
a 60 25 104
a 25 61 550
a 61 25 550
a 25 62 142
a 62 25 142
a 25 63 736
a 63 25 736
a 25 66 662
a 66 25 662
a 25 67 451
a 67 25 451
a 25 68 441
a 68 25 441
a 25 69 840
a 69 25 840
a 25 70 987
a 70 25 987
a 25 71 866
a 71 25 866
a 25 73 259
a 73 25 259
a 25 75 838
a 75 25 838
a 25 76 933
a 76 25 933
a 25 77 894
a 77 25 894
a 25 78 487
a 78 25 487
a 25 79 457
a 79 25 457
a 25 80 449
a 80 25 449
a 25 81 115
a 81 25 115
a 25 82 733
a 82 25 733
a 25 83 242
a 83 25 242
a 25 84 639
a 84 25 639
a 25 85 620
a 85 25 620
a 25 86 758
a 86 25 758
a 25 87 199
a 87 25 199
a 25 88 636
a 88 25 636
a 25 91 961
a 91 25 961
a 25 92 672
a 92 25 672
a 25 93 524
a 93 25 524
a 25 94 952
a 94 25 952
a 25 95 714
a 95 25 714
a 25 97 593
a 97 25 593
a 25 98 883
a 98 25 883
a 25 99 344
a 99 25 344
a 25 100 461
a 100 25 461
a 26 27 787
a 27 26 787
a 26 29 561
a 29 26 561
a 26 30 906
a 30 26 906
a 26 31 557
a 31 26 557
a 26 33 800
a 33 26 800
a 26 34 981
a 34 26 981
a 26 37 466
a 37 26 466
a 26 39 374
a 39 26 374
a 26 40 328
a 40 26 328
a 26 41 539
a 41 26 539
a 26 42 967
a 42 26 967
a 26 43 668
a 43 26 668
a 26 44 931
a 44 26 931
a 26 45 807
a 45 26 807
a 26 46 605
a 46 26 605
a 26 47 918
a 47 26 918
a 26 48 972
a 48 26 972
a 26 49 919
a 49 26 919
a 26 50 336
a 50 26 336
a 26 51 722
a 51 26 722
a 26 54 255
a 54 26 255
a 26 55 857
a 55 26 857
a 26 56 321
a 56 26 321
a 26 58 453
a 58 26 453
a 26 60 190
a 60 26 190
a 26 62 701
a 62 26 701
a 26 64 901
a 64 26 901
a 26 65 401
a 65 26 401
a 26 66 613
a 66 26 613
a 26 67 977
a 67 26 977
a 26 69 775
a 69 26 775
a 26 70 131
a 70 26 131
a 26 71 397
a 71 26 397
a 26 72 152
a 72 26 152
a 26 73 215
a 73 26 215
a 26 74 478
a 74 26 478
a 26 76 399
a 76 26 399
a 26 77 923
a 77 26 923
a 26 78 743
a 78 26 743
a 26 79 304
a 79 26 304
a 26 80 381
a 80 26 381
a 26 81 554
a 81 26 554
a 26 82 776
a 82 26 776
a 26 83 336
a 83 26 336
a 26 84 182
a 84 26 182
a 26 85 909
a 85 26 909
a 26 86 701
a 86 26 701
a 26 87 185
a 87 26 185
a 26 88 427
a 88 26 427
a 26 89 227
a 89 26 227
a 26 91 115
a 91 26 115
a 26 93 733
a 93 26 733
a 26 94 979
a 94 26 979
a 26 95 595
a 95 26 595
a 26 96 775
a 96 26 775
a 26 97 753
a 97 26 753
a 26 98 236
a 98 26 236
a 26 99 144
a 99 26 144
a 26 100 514
a 100 26 514
a 27 28 911
a 28 27 911
a 27 29 948
a 29 27 948
a 27 30 634
a 30 27 634
a 27 36 507
a 36 27 507
a 27 37 533
a 37 27 533
a 27 38 851
a 38 27 851
a 27 39 647
a 39 27 647
a 27 41 187
a 41 27 187
a 27 43 132
a 43 27 132
a 27 45 623
a 45 27 623
a 27 49 930
a 49 27 930
a 27 50 399
a 50 27 399
a 27 51 762
a 51 27 762
a 27 52 145
a 52 27 145
a 27 54 667
a 54 27 667
a 27 55 176
a 55 27 176
a 27 56 618
a 56 27 618
a 27 58 131
a 58 27 131
a 27 59 285
a 59 27 285
a 27 60 747
a 60 27 747
a 27 62 812
a 62 27 812
a 27 63 358
a 63 27 358
a 27 65 981
a 65 27 981
a 27 67 152
a 67 27 152
a 27 68 144
a 68 27 144
a 27 69 207
a 69 27 207
a 27 70 131
a 70 27 131
a 27 71 147
a 71 27 147
a 27 73 657
a 73 27 657
a 27 74 174
a 74 27 174
a 27 75 666
a 75 27 666
a 27 76 294
a 76 27 294
a 27 77 912
a 77 27 912
a 27 78 727
a 78 27 727
a 27 79 237
a 79 27 237
a 27 80 338
a 80 27 338
a 27 81 482
a 81 27 482
a 27 82 675
a 82 27 675
a 27 84 465
a 84 27 465
a 27 85 432
a 85 27 432
a 27 86 325
a 86 27 325
a 27 87 277
a 87 27 277
a 27 88 791
a 88 27 791
a 27 90 922
a 90 27 922
a 27 91 917
a 91 27 917
a 27 92 270
a 92 27 270
a 27 94 254
a 94 27 254
a 27 95 154
a 95 27 154
a 27 96 661
a 96 27 661
a 27 97 228
a 97 27 228
a 27 98 102
a 98 27 102
a 27 99 880
a 99 27 880
a 27 100 227
a 100 27 227
a 28 29 412
a 29 28 412
a 28 30 543
a 30 28 543
a 28 32 122
a 32 28 122
a 28 33 151
a 33 28 151
a 28 34 631
